name,addr_street,addr_housenumber,addr_postcode,addr_city,addr_country,latitude,longitude,website_url,website_effective_url,website_http_status,website_is_valid,website_discovery_method,menu_url,menu_http_status,menu_is_valid,menu_discovery_method
Flora,,,,,,52.0772865,4.2898350,https://caferestaurantflora.nl/,https://caferestaurantflora.nl/,200,true,osm,https://caferestaurantflora.nl/files/nl-menu-24_7_25.pdf,200,true,nav
Taverne Meer en Bosch,,,,,,52.0641834,4.2295932,,,,false,,,,false,
Shoku,Prinses Beatrixlaan,588,2595BM,'s-Gravenhage,,52.0792059,4.3363608,https://shoku.nl/,https://shoku.nl/,200,true,osm,http://shoku.nl/Menu/,200,true,sitemap
Millers Beach,Zuiderstrand,9,,'s-Gravenhage,,52.0786241,4.2322992,,,,false,,,,false,
Pier 32,Zuiderstrand,10,,'s-Gravenhage,,52.0773509,4.2303933,,,,false,,,,false,
Beachclub Amigo,Zuiderstrand,11,,'s-Gravenhage,,52.0765634,4.2293728,https://www.beachclubamigos.nl/,https://www.beachclubamigos.nl/,200,true,osm,https://www.beachclubamigos.nl/menu,200,true,slug
De Kwartel,Zuiderstrand,7,,'s-Gravenhage,,52.0839376,4.2397550,https://dekwartel.nl/,https://dekwartel.nl/,200,true,osm,https://dekwartel.nl/Wijnkaart.pdf,200,true,header
@ the beach,Zuiderstrand,8,2566ZZ,'s-Gravenhage,,52.0804944,4.2346938,https://atthebeach.nl/,https://atthebeach.nl/,200,true,osm,https://atthebeach.nl/,200,true,link_text
La Cantina,Zuiderstrand,1,,'s-Gravenhage,,52.0973049,4.2560014,https://lacantina.nl/,https://lacantina.nl/,200,true,osm,https://lacantina.nl/menu/,200,true,header
Kookaburra Beach,Zuiderstrand,6,,'s-Gravenhage,,52.0858580,4.2421648,https://kookaburrabeach.nl/,https://kookaburrabeach.nl/,200,true,osm,https://kookaburrabeach.nl/menukaart.pdf,200,true,header
Strandpaviljoen De Staat,Zuiderstrand,3,,'s-Gravenhage,,52.0885593,4.2456723,,,,false,,,,false,
Strandpaviljoen Zuid,Zuiderstrand,2,,'s-Gravenhage,,52.0925094,4.2502473,,,,false,,,,false,
Strandtent ’t Puntje,Zwarte Pad,3N,2586ZZ,'s-Gravenhage,,52.1259923,4.3002321,,,,false,,,,false,
DownUnderBeach,Zwarte Pad,1N,2586ZZ,'s-Gravenhage,,52.1218021,4.2939424,https://downunderbeach.nl/,https://downunderbeach.nl/,200,true,osm,https://downunderbeach.nl/beach-house/,200,true,header
Azorra Beachclub,Zwarte Pad,66,2586ZZ,'s-Gravenhage,,52.1210986,4.2929293,https://www.azorra.nl/,https://www.azorra.nl/,200,true,osm,https://www.azorra.nl/food-drinks,200,true,header
Strandpaviljoen Buiten,Zwarte Pad,67,2586ZZ,'s-Gravenhage,,52.1214641,4.2934977,https://www.ganaarbuiten.nl/,https://www.ganaarbuiten.nl/,200,true,osm,https://www.ganaarbuiten.nl/vandaag/2017/9/25/op-het-menu-garnalen-knalpotje,200,true,sitemap
Naturel,Zwarte Pad,2N,2586ZZ,'s-Gravenhage,,52.1242269,4.2973189,https://naturel.info/,https://naturel.info/,200,true,osm,https://naturel.info/zaterdag-wij-zijn-vanaf-14-00-besloten-maar-tot-die-tijd-open-voor-ontbijt-en-lunch/,200,true,sitemap
Boomerang Beach,Zwarte Pad,63,2586ZZ,'s-Gravenhage,,52.1202950,4.2917676,https://boomerangbeach.nl/,https://boomerangbeach.nl/,200,true,osm,https://boomerangbeach.nl/reserveren/eten/,200,true,sitemap
Summertime,Strandweg,34,2586ZZ,'s-Gravenhage,,52.1134418,4.2800531,,,,false,,,,false,
Zanzibar Beachclub,Strandweg,33,2586ZZ,'s-Gravenhage,,52.1133054,4.2798654,https://www.zanzibarbeachclub.nl/,https://www.zanzibarbeachclub.nl/,200,true,osm,https://www.zanzibarbeachclub.nl/lunch-scheveningen/,200,true,header
Baia Beachclub,Zwarte Pad,59,2586ZZ,'s-Gravenhage,,52.1193667,4.2901632,https://baiabeachclub.nl/,https://baiabeachclub.nl/,200,true,osm,https://baiabeachclub.nl/menu/,200,true,header
Beachclub Bora Bora,Strandweg,29,2586ZZ,'s-Gravenhage,,52.1125553,4.2787727,https://www.borabora.nl/,https://www.borabora.nl/,200,true,osm,https://borabora.nl/index.php/menukaart-2025,200,true,header
Colorado Charlie,Zwarte Pad,64,2586ZZ,'s-Gravenhage,,52.1205947,4.2920098,https://coloradocharlie.nl/,https://coloradocharlie.nl/,200,true,osm,https://coloradocharlie.nl/restaurant,200,true,link_text
Werelds,Strandweg,53,2586ZZ,'s-Gravenhage,,52.1174862,4.2856394,https://strandrestaurantwerelds.nl/,https://strandrestaurantwerelds.nl/,200,true,osm,https://strandrestaurantwerelds.nl/restaurant-scheveningen/menu/,200,true,header
Beachclub Indigo,Zwarte Pad,65,2586ZZ,'s-Gravenhage,,52.1207658,4.2923923,https://beachclubindigo.nl/,https://beachclubindigo.nl/,200,true,osm,https://shop.tickets.cm.com/multishop/5e6b06de-a6d3-474d-21ac-08ddc445a46e,200,true,nav
El Niño Beach Club,Strandweg,31,2586ZZ,'s-Gravenhage,,52.1128396,4.2792392,https://www.elnino.nl/,https://www.elnino.nl/,200,true,osm,https://www.elnino.nl/menu,200,true,header
Strandtent Soomers,Zwarte Pad,57C,2586ZZ,'s-Gravenhage,,52.1187488,4.2888320,https://beachclubsoomers.nl/,https://beachclubsoomers.nl/,200,true,osm,https://beachclubsoomers.nl/menukaart/,200,true,header
Beachclub Zeezicht,Strandweg,49,2586ZZ,'s-Gravenhage,,52.1164175,4.2838412,https://www.zeezicht.nl/,https://www.zeezicht.nl/,200,true,osm,https://www.zeezicht.nl/restaurant-scheveningen,200,true,link_text
Miss Maui Beachhouse,Strandweg,38,2586ZZ,'s-Gravenhage,,52.1143752,4.2815249,,,,false,,,,false,
Mood beach,Strandweg,36,2586ZZ,'s-Gravenhage,,52.1141612,4.2811894,https://www.moodbeach.nl/,https://www.moodbeach.nl/,200,true,osm,https://www.moodbeach.nl/menu,200,true,header
Panamabeach,Strandweg,51,2586ZZ,'s-Gravenhage,,52.1168568,4.2844665,https://panamabeach.nl/,https://panamabeach.nl/,200,true,osm,https://panamabeach.nl/menu/,200,true,slug
Patagonia Beach,Zwarte Pad,57A,2586ZZ,'s-Gravenhage,,52.1181036,4.2871833,https://patagoniabeach.nl/,https://patagoniabeach.nl/,200,true,osm,https://patagoniabeach.nl/menukaart/,200,true,header
Simonis,Strandweg,41,2586ZZ,'s-Gravenhage,,52.1147072,4.2820085,https://www.simonisvis.nl/,https://www.simonisvis.nl/,200,true,osm,,,false,
Manta Beach,Zwarte Pad,57B,2586JL,'s-Gravenhage,,52.1184264,4.2881715,,,,false,,,,false,
Day by day,Strandweg,35,2586ZZ,'s-Gravenhage,,52.1136911,4.2804289,,,,false,,,,false,
De Golfslag,Strandweg,35A,2586ZZ,'s-Gravenhage,,52.1139426,4.2808002,,,,false,,,,false,
ElBullY,Strandweg,50,2586ZZ,'s-Gravenhage,,52.1166760,4.2841068,https://www.elbully.nl/,https://www.elbully.nl/,200,true,osm,https://www.elbully.nl/menukaart/,200,true,header
Wensveen,Strandweg,40,,'s-Gravenhage,,52.1145449,4.2818417,,,,false,,,,false,
Oceans,Strandweg,32,2586ZZ,'s-Gravenhage,,52.1130471,4.2795385,,,,false,,,,false,
Grand Plage,Strandweg,42-43,2586ZZ,'s-Gravenhage,,52.1149675,4.2822955,https://www.grandplage.com/,https://www.grandplage.com/,200,true,osm,https://www.grandplage.com/eten-en-drinken/,200,true,header
Xiringuito,Strandweg,11,2586ZZ,'s-Gravenhage,,52.1060349,4.2684688,,,,false,,,,false,
Boonoonoonoos,Strandweg,15,2586ZZ,'s-Gravenhage,,52.1074972,4.2702738,https://www.boonoonoonoos.nl/,https://www.boonoonoonoos.nl/,200,true,osm,https://www.boonoonoonoos.nl/menu-1,200,true,header
The Fat Mermaid,Strandweg,19,2586ZZ,'s-Gravenhage,,52.1107056,4.2757291,,,,false,,,,false,
Fonk,Strandweg,2,2586ZZ,'s-Gravenhage,,52.1028189,4.2642342,,,,false,,,,false,
Bandu Beach,Strandweg,16,2586ZZ,'s-Gravenhage,,52.1100923,4.2747798,https://bandubeach.nl/,https://bandubeach.nl/,200,true,osm,https://bandubeach.nl/arrangementen/borrel/,200,true,header
Sol Beach,Strandweg,20-21-22,2586ZZ,'s-Gravenhage,,52.1113945,4.2770515,https://www.solbeach.nl/,https://www.solbeach.nl/,200,true,osm,https://www.solbeach.nl/ervaar-solbeach-2/menukaarten/,200,true,header
Twins,Strandweg,23-24,2586ZZ,'s-Gravenhage,,52.1117649,4.2776664,https://twins.nl/,https://twins.nl/,200,true,osm,https://twins.nl/lunch-arrangementen/,200,true,header
Beachclub Copacabana,Strandweg,12,2586ZZ,'s-Gravenhage,,52.1072510,4.2700014,https://www.beachclub-copacabana.nl/,https://www.beachclub-copacabana.nl/,200,true,osm,https://www.beachclub-copacabana.nl/arrangementen/ontbijt-lunch-brunch/,200,true,header
Buena Vista Beach Club,Strandweg,18,2586ZZ,'s-Gravenhage,,52.1105165,4.2754766,https://buenavistabeachclub.nl/,https://buenavistabeachclub.nl/,200,true,osm,https://buenavistabeachclub.nl/restaurant-scheveningen/menukaart/,200,true,header
Cocomo beachclub,Strandweg,28,2586ZZ,'s-Gravenhage,,52.1123456,4.2784871,,,,false,,,,false,
Dolfijn,Strandweg,9,2586ZZ,'s-Gravenhage,,52.1059120,4.2683621,,,,false,,,,false,
Strandtent 14,Zuiderstrand,14,,'s-Gravenhage,,52.0720534,4.2224136,,,,false,,,,false,
Beachclub La Parade,Zuiderstrand,13,,'s-Gravenhage,,52.0722357,4.2227919,https://beachclublaparade.nl/,https://beachclublaparade.nl/,200,true,osm,https://beachclublaparade.nl/,200,true,header
Titus Beachclub,Zuiderstrand,12,,'s-Gravenhage,,52.0726774,4.2234273,https://beachclubtitus.nl/,https://beachclubtitus.nl/,200,true,osm,https://www.canva.com/design/DAGCSS-AdUY/wRfUbQXuBtHqw_uLdG21CQ/view?utm_content=DAGCSS-AdUY&utm_campaign=designshare&utm_medium=link&utm_source=editor,200,true,header
Boca Grandi,Zuiderstrand,18,,'s-Gravenhage,,52.0670027,4.2151749,,,,false,,,,false,
Hudson beach,Zuiderstrand,17,2554ZZ,'s-Gravenhage,,52.0681865,4.2169707,https://www.hudsonbeach.nl/,https://www.hudsonbeach.nl/,200,true,osm,https://www.hudsonbeach.nl/menu/breakfast,200,true,link_text
Habana Beach,Zuiderstrand,15,,'s-Gravenhage,,52.0689958,4.2179718,https://www.habana.nl/,https://www.habana.nl/,200,true,osm,https://www.habana.nl/restaurant/,200,true,link_text
Barbarossa Beach,Zwarte Pad,61,2586ZZ,'s-Gravenhage,,52.1199895,4.2912162,https://barbarossabeach.nl/,https://barbarossabeach.nl/,200,true,osm,https://barbarossabeach.nl/restaurant-scheveningen/menu/,200,true,header
The Beach House by WOW,Strand Noord,55,2586ZZ,'s-Gravenhage,,52.1176286,4.2859741,https://thebeachhousebywow.nl/,https://thebeachhousebywow.nl/,200,true,osm,https://thebeachhousebywow.nl/menu/,200,true,header
Beachclub Culpepper,Zwarte Pad,60,2586ZZ,'s-Gravenhage,,52.1196084,4.2907620,https://www.culpepper.nl/,https://www.culpepper.nl/,200,true,osm,https://www.culpepper.nl/eten-aan-zee,200,true,nav
Simonis II,Strand Noord,39,2586ZZ,'s-Gravenhage,,52.1144654,4.2816480,,,,false,,,,false,
Manbo beachclub,,,,,,52.0697512,4.2190039,,,,false,,,,false,
WOW Beachclub,Zwarte Pad,58,2586ZZ,'s-Gravenhage,,52.1190548,4.2895281,https://beachclubwow.nl/,https://beachclubwow.nl/,200,true,osm,https://beachclubwow.nl/menukaart/,200,true,nav
Suiderstrand,,,,,,52.0640183,4.2107858,https://www.suiderstrand.nl/,https://www.suiderstrand.nl/,200,true,osm,https://www.suiderstrand.nl/eten-en-drinken,200,true,link_text
Escubelle,Strandweg,17,2586ZZ,'s-Gravenhage,,52.1102447,4.2750363,,,,false,,,,false,
Strandrestaurant Atlantis,Strandweg,52,2586ZZ,'s-Gravenhage,,52.1172334,4.2850873,https://beachclubatlantis.nl/,https://beachclubatlantis.nl/,200,true,osm,https://beachclubatlantis.nl/menukaart/,200,true,header
Beachclub Birds,Zuiderstrand,19,2554ZZ,'s-Gravenhage,,52.0614185,4.2069950,https://www.beachclubbirds.nl/,https://www.beachclubbirds.nl/,200,true,osm,https://www.beachclubbirds.nl/food-drinks/,200,true,header
Spice Beachclub,Strandweg,6,2586ZZ,'s-Gravenhage,,52.1055397,4.2681068,https://spicebeachclub.nl/,https://spicebeachclub.nl/,200,true,osm,https://spicebeachclub.nl/,200,true,header
Catch by Simonis,Dr. Lelykade,43,2583CL,'s-Gravenhage,,52.0945543,4.2649099,,,,false,,,,false,
Blue Lagoon,Strandweg,25-26-27,2586ZZ,'s-Gravenhage,,52.1121001,4.2781149,https://bluelagoon.nl/,https://bluelagoon.nl/,200,true,osm,https://bluelagoon.nl/arrangementen/ontbijt-lunch-arrangement/,200,true,header
Waterreus,,,,,,52.1039840,4.2659131,https://www.waterreus.nl/,https://www.waterreus.nl/,200,true,osm,https://www.waterreus.nl/menu/,200,true,header
